Key,File,Type,UsedInMainMenu,NoTranslate,english,Context / Alternate Text
perkAdvancedBarterRank3Desc,progression,Perk,,,Advanced Barter Rank 3,
perkAdvancedBarterRank3LongDesc,progression,Perk,,,Get an additional 15% better deal buying and selling with traders.,
perkAdvancedDaringAdventurerName,progression,Perk,,,Advanced Daring Adventurer,
perkAdvancedDaringAdventurerDesc,progression,Perk,,,Purchase this perk to gain additional choices for completing quests at any trader.,
perkAdvancedDaringAdventurerRank1Desc,progression,Perk,,,Adv. Daring Adventurer Rank 1,
perkAdvancedDaringAdventurerRank1LongDesc,progression,Perk,,,You can choose 4 quest rewards.\nIncreases trader stage by 50.,
perkAdvancedDaringAdventurerRank2Desc,progression,Perk,,,Adv. Daring Adventurer Rank 2,
perkAdvancedDaringAdventurerRank2LongDesc,progression,Perk,,,You can choose 5 quest rewards.\nIncreases trader stage by 60.,
perkAdvancedRuleOneCardioName,progression,Perk,,,Advanced Cardio,
perkAdvancedRuleOneCardioDesc,progression,Perk,,,"Train your body in the number one tactic against the zombie menace: Running away from them, but advancedly.",
perkAdvancedRuleOneCardioNameRank1Desc,progression,Perk,,,Adv. Cardio Rank 1,
perkAdvancedRuleOneCardioNameRank1LongDesc,progression,Perk,,,Increase stamina regen by 40% when sprinting.,
perkAdvancedRuleOneCardioNameRank2Desc,progression,Perk,,,Adv. Cardio Rank 2,
perkAdvancedRuleOneCardioNameRank2LongDesc,progression,Perk,,,Increase stamina regen by 50% when sprinting.,
perkAdvancedRuleOneCardioNameRank3Desc,progression,Perk,,,Adv. Cardio Rank 3,
perkAdvancedRuleOneCardioNameRank3LongDesc,progression,Perk,,,Increase stamina regen by 60% when sprinting.,
perkAdvancedSexualTrexName,progression,Perk,,,Advanced Sexual Tyrannosaurus,
perkAdvancedSexualTrexDesc,progression,Perk,,,Specialize in unleashing a relentless advanced assault of blows guaranteed to leave your prey slack-jawed at your unyielding stamina.,
perkAdvancedSexualTrexRank1Desc,progression,Perk,,,Adv. Sexy-Trex Rank 1,
perkAdvancedSexualTrexRank1LongDesc,progression,Perk,,,Reduce melee and tool stamina usage by 30% and power attacks by 60%.,
perkAdvancedSexualTrexRank2Desc,progression,Perk,,,Adv. Sexy-Trex Rank 2,
perkAdvancedSexualTrexRank2LongDesc,progression,Perk,,,Reduce melee and tool stamina usage by 35% and power attacks by 70%.\nKilling blows grant 10 bonus stamina.,
perkAdvancedSexualTrexRank3Desc,progression,Perk,,,Adv. Sexy-Trex Rank 3,
perkAdvancedSexualTrexRank3LongDesc,progression,Perk,,,Reduce melee and tool stamina usage by 40% and power attacks by 80%.\nKilling blows grant 20 bonus stamina.,
perkAdvancedSexualTrexRank4Desc,progression,Perk,,,Adv. Sexy-Trex Rank 4,
perkAdvancedSexualTrexRank4LongDesc,progression,Perk,,,Reduce melee and tool stamina usage by 45% and power attacks by 90%.\nKilling blows grant 30 bonus stamina.,
perkGreaterStaminaName,progression,Perk,,,Greater Stamina,
perkGreaterStaminaDesc,progression,Perk,,,Purchase this perk to give yourself additional stamina.,
perkGreaterStaminaRank1Desc,progression,Perk,,,Greater Stamina Rank 1,
perkGreaterStaminaRank1LongDesc,progression,Perk,,,Grants you an additional 25 stamina.,
perkGreaterStaminaRank2Desc,progression,Perk,,,Greater Stamina Rank 2,
perkGreaterStaminaRank2LongDesc,progression,Perk,,,Grants you an additional 25 stamina.,
perkGreaterStaminaRank3Desc,progression,Perk,,,Greater Stamina Rank 3,
perkGreaterStaminaRank3LongDesc,progression,Perk,,,Grants you an additional 50 stamina.,
perkGreaterHealthName,progression,Perk,,,Greater Health,
perkGreaterHealthDesc,progression,Perk,,,Purchase this perk to give yourself additional health points.,
perkGreaterHealthRank1Desc,progression,Perk,,,Greater Health Rank 1,
perkGreaterHealthRank1LongDesc,progression,Perk,,,Grants you an additional 25 health points.,
perkGreaterHealthRank2Desc,progression,Perk,,,Greater Health Rank 2,
perkGreaterHealthRank2LongDesc,progression,Perk,,,Grants you an additional 25 health points.,
perkGreaterHealthRank3Desc,progression,Perk,,,Greater Health Rank 3,
perkGreaterHealthRank3LongDesc,progression,Perk,,,Grants you an additional 50 health points.,
perkGreaterFoodandDrinkName,progression,Perk,,,Greater Food & Drink,
perkGreaterFoodandDrinkDesc,progression,Perk,,,Purchase this perk to give yourself additional max food and drink.,
perkGreaterFoodandDrinkRank1Desc,progression,Perk,,,Greater Food & Drink Rank 1,
perkGreaterFoodandDrinkRank1LongDesc,progression,Perk,,,Increases max food & drink values by 50.,
perkGreaterFoodandDrinkRank2Desc,progression,Perk,,,Greater Food & Drink Rank 2,
perkGreaterFoodandDrinkRank2LongDesc,progression,Perk,,,Increases max food & drink values by 50.,
perkGreaterFoodandDrinkRank3Desc,progression,Perk,,,Greater Food & Drink Rank 3,
perkGreaterFoodandDrinkRank3LongDesc,progression,Perk,,,Increases max food & drink values by 100.,
perkGreaterSpeedName,progression,Perk,,,Greater Speed,
perkGreaterSpeedDesc,progression,Perk,,,Purchase this perk to give youself greater walking and running speed.,
perkGreaterSpeedRank1Desc,progression,Perk,,,Greater Speed Rank 1,
perkGreaterSpeedRank1LongDesc,progression,Perk,,,Increases walk and running speed by 10%.,
perkGreaterSpeedRank2Desc,progression,Perk,,,Greater Speed Rank 2,
perkGreaterSpeedRank2LongDesc,progression,Perk,,,Increases walk and running speed by 20%.,
perkGreaterSpeedRank3Desc,progression,Perk,,,Greater Speed Rank 3,
perkGreaterSpeedRank3LongDesc,progression,Perk,,,Increases walk and running speed by 30%.,
perkBonusMagazineAmmoName,progression,Perk,,,Mag Loot Bonus: Ammo,
perkBonusMagazineDesc,progression,Perk,,,Equipping 'Mag Loot Bonus' mods to your gloves will increase the odds of finding these magazines in loot.  Equip limit is 2 and effects stack.  Loot bonus will only work for crafting magazines if you are not maxed out for that skill.,
perkBonusMagazineRank1Desc,progression,Perk,,,Bonus Rank 1,
perkBonusMagazineRank2Desc,progression,Perk,,,Bonus Rank 2,
perkBonusMagazineAmmoRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Ammunition Weekly[-] magazines.,
perkBonusMagazineAmmoRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Ammunition Weekly[-] magazines.,
perkBonusMagazineConstructionName,progression,perk,,,Mag Loot Bonus: Construction,
perkBonusMagazineConstructionRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Construction & Design[-] magazines.,
perkBonusMagazineConstructionRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Construction & Design[-] magazines.,
perkBonusMagazineResourcesName,progression,Perk,,,Mag Loot Bonus: Resources,
perkBonusMagazineResourcesRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Resourcefulness[-] magazines.,
perkBonusMagazineResourcesRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Resourcefulness[-] magazines.,
perkBonusMagazineHarvestingToolsName,progression,Perk,,,Mag Loot Bonus: Harvesting Tools,
perkBonusMagazineHarvestingToolsRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Tools Digest[-] magazines.,
perkBonusMagazineHarvestingToolsRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Tools Digest[-] magazines.,
perkBonusMagazineRepairToolsName,progression,Perk,,,Mag Loot Bonus: Repair Tools,
perkBonusMagazineRepairToolsRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Handy Land[-] magazines.\nIncreased chance to find repair tools in loot.,
perkBonusMagazineRepairToolsRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Handy Land[-] magazines.\nIncreased chance to find repair tools in loot.,
perkBonusMagazineSalvageToolsName,progression,Perk,,,Mag Loot Bonus: Salvage Tools,
perkBonusMagazineSalvageToolsRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Scrapping 4 Fun[-] magazines and [DECEA3]Wasteland Treasures[-] books.\nIncreased chance to find salvage tools in loot.,
perkBonusMagazineSalvageToolsRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Scrapping 4 Fun[-] magazines and [DECEA3]Wasteland Treasures[-] books.\nIncreased chance to find salvage tools in loot.,
perkBonusMagazineKnucklesName,progression,Perk,,,Mag Loot Bonus: Knuckles,
perkBonusMagazineKnucklesRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Furious Fists[-] magazines and [DECEA3]Bar Brawling[-] books.\nIncreased chance to find knuckle weapons in loot.,
perkBonusMagazineKnucklesRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Furious Fists[-] magazines and [DECEA3]Bar Brawling[-] books.\nIncreased chance to find knuckle weapons in loot.,
perkBonusMagazineBladesName,progression,Perk,,,Mag Loot Bonus: Blades,
perkBonusMagazineBladesRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Knife Guy[-] magazines.\nIncreased chance to find blade weapons in loot.,
perkBonusMagazineBladesRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Knife Guy[-] magazines.\nIncreased chance to find blade weapons in loot.,
perkBonusMagazineClubsName,progression,Perk,,,Mag Loot Bonus: Clubs,
perkBonusMagazineClubsRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Big Hitters[-] magazines and [DECEA3]Batter Up[-] books.\nIncreased chance to find club weapons in loot.,
perkBonusMagazineClubsRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Big Hitters[-] magazines and [DECEA3]Batter Up[-] books.\nIncreased chance to find club weapons in loot.,
perkBonusMagazineSledgehammersName,progression,Perk,,,Mag Loot Bonus: Sledgehammers,
perkBonusMagazineSledgehammersRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Get Hammered[-] magazines.\nIncreased chance to find sledgehammers in loot.,
perkBonusMagazineSledgehammersRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Get Hammered[-] magazines.\nIncreased chance to find sledgehammers in loot.,
perkBonusMagazineBowsName,progression,Perk,,,Mag Loot Bonus: Bows,
perkBonusMagazineBowsRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Bow Hunters[-] magazines and [DECEA3]Ranger's Guide to Archery[-] books.\nIncreased chance to find bows in loot.,
perkBonusMagazineBowsRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Bow Hunters[-] magazines and [DECEA3]Ranger's Guide to Archery[-] books.\nIncreased chance to find bows in loot.,
perkBonusMagazineSpearsName,progression,Perk,,,Mag Loot Bonus: Spears,
perkBonusMagazineSpearsRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Sharp Sticks[-] magazines and [DECEA3]Spear Hunter[-] books.\nIncreased chance to find spears in loot.,
perkBonusMagazineSpearsRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Sharp Sticks[-] magazines and [DECEA3]Spear Hunter[-] books.\nIncreased chance to find spears in loot.,
perkBonusMagazineHandgunsName,progression,Perk,,,Mag Loot Bonus: Handguns,
perkBonusMagazineHandgunsRank1LongDesc,progression,Perk,,,"5 times loot bonus for finding [DECEA3]Handgun Magazine[-] magazines, [DECEA3]Pistol Pete[-] & [DECEA3]Magnum Enforcer[-] books.\nIncreased chance to find handguns and 9mm ammo in loot.",
perkBonusMagazineHandgunsRank2LongDesc,progression,Perk,,,"10 times loot bonus for finding [DECEA3]Handgun Magazine[-] magazines, [DECEA3]Pistol Pete[-] & [DECEA3]Magnum Enforcer[-] books.\nIncreased chance to find handguns and 9mm ammo in loot.",
perkBonusMagazineShotgunsName,progression,Perk,,,Mag Loot Bonus: Shotguns,
perkBonusMagazineShotgunsRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Shotgun Weekly[-] magazines and [DECEA3]Shotgun Messiah[-] books.\nIncreased chance to find shotguns and shotgun ammo in loot.,
perkBonusMagazineShotgunsRank2LongDesc,progression,Perk,,,10 times loot bonus for finding [DECEA3]Shotgun Weekly[-] magazines and [DECEA3]Shotgun Messiah[-] books.\nIncreased chance to find shotguns and shotgun ammo in loot.,
perkBonusMagazineRiflesName,progression,Perk,,,Mag Loot Bonus: Rifles,
perkBonusMagazineRiflesRank1LongDesc,progression,Perk,,,5 times loot bonus for finding [DECEA3]Rifle World[-] magazines and [DECEA3]Sniper[-] books.\nIncreased chance to find rifles and 7.62mm ammo in loot.,
